date,version,scenario,entry_case,position_before,fraction_before,position,holding_fraction,pending_entry_target,pending_entry_since,pending_entry_days,trade_target,trade_fraction,staged_initial,fill_on_down_day,best_candidate,best_candidate_score,current_score,buffer_blocked,gross_return,asset_component,turnover,cost,return,nav,trade_count,stop_count,stop_triggered,staged_initial_count,staged_fill_count,score_159915.SZ,score_159941.SZ,score_513030.SH,score_513520.SH,score_159985.SZ,score_518880.SH,r2_159915.SZ,r2_159941.SZ,r2_513030.SH,r2_513520.SH,r2_159985.SZ,r2_518880.SH,buffer_blocked_count,base_return,base_nav,realized_vol,weight,final_exposure,target_vol,vol_window,max_lev,overheat_enter,overheat_exit,overheat_derisk_scale,overheat_scale,overheat_on,overheat_triggered,overheat_recovered,overheat_tc,final_exposure_after_overheat,return_before_overheat,overheat_bias,overheat_bias_mom,overheat_same_side
2011-12-23,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2011-12-26,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2011-12-27,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2011-12-28,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2011-12-29,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2011-12-30,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-04,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-05,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-06,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-09,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-10,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-11,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-12,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-13,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-16,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.6678689501397743,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-17,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.6844429074076067,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-18,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.7145861020409918,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-19,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.7454715693136311,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-20,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.7489564540030327,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-30,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.7245400439168881,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-01-31,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.7010711378105987,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-01,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.6612550547718722,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-02,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.5503069091593938,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-03,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.38704807022787213,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-06,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.21499952071186346,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-07,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.13192964214191538,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-08,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.03025901017083421,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-09,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.0002677314143320064,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-10,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.03355377969677498,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-13,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0,0,0,False,0,0,,,,,,,0.13780219422630435,,,,,,0,0.0,1.0,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-14,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,159915.SZ,1.0,,,0,159915.SZ,1.0,False,False,159915.SZ,1.41258546571986,,False,0.0,0.0,1.0,0.001,-0.0010000000000000009,0.999,1,0,False,0,0,1.41258546571986,,,,,,0.26143675587299176,,,,,,0,-0.0010000000000000009,0.999,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-02-15,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.1157913294922768,2.1157913294922768,False,0.01538461538461533,0.01538461538461533,0.0,0.0,0.01538461538461533,1.0143692307692307,1,0,False,0,0,2.1157913294922768,,,,,,0.3976600702271651,,,,,,0,0.01538461538461533,1.0143692307692307,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-02-16,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.7119970065812633,2.7119970065812633,False,-0.004132231404958664,-0.004132231404958664,0.0,0.0,-0.004132231404958775,1.0101776223776222,1,0,False,0,0,2.7119970065812633,,,,,,0.5114220377919225,,,,,,0,-0.004132231404958775,1.0101776223776222,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-02-17,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,3.1539752224573654,3.1539752224573654,False,-0.0055325034578146415,-0.0055325034578146415,0.0,0.0,-0.0055325034578146415,1.004588811188811,1,0,False,0,0,3.1539752224573654,,,,,,0.609935134685702,,,,,,0,-0.0055325034578146415,1.004588811188811,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-02-20,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,3.6177050589825352,3.6177050589825352,False,0.0055632823365785455,0.0055632823365785455,0.0,0.0,0.0055632823365785455,1.0101776223776222,1,0,False,0,0,3.6177050589825352,,,,,,0.7126657966071471,,,,,,0,0.0055632823365785455,1.0101776223776222,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-02-21,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,4.355269728314863,4.355269728314863,False,0.020746887966804906,0.020746887966804906,0.0,0.0,0.020746887966804906,1.0311356643356642,1,0,False,0,0,4.355269728314863,,,,,,0.8199492879727535,,,,,,0,0.020746887966804906,1.0311356643356642,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-02-22,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,0.03252032520325199,0.03252032520325199,1.0,0.001,0.0314878048780487,1.0636038629370628,2,0,False,0,0,,,,,,,0.8888358876205006,,,,,,0,0.0314878048780487,1.0636038629370628,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-23,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0636038629370628,2,0,False,0,0,,,,,,,0.9291866069695426,,,,,,0,0.0,1.0636038629370628,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-24,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0636038629370628,2,0,False,0,0,,,,,,,0.9440842508184378,,,,,,0,0.0,1.0636038629370628,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-27,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0636038629370628,2,0,False,0,0,,,,,,,0.9489212940734857,,,,,,0,0.0,1.0636038629370628,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-28,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,CASH,0.0,,,0,,,False,False,CASH,,,False,0.0,0.0,0.0,0.0,0.0,1.0636038629370628,2,0,False,0,0,,,,,,,0.9250591536029796,,,,,,0,0.0,1.0636038629370628,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
2012-02-29,1.0,v1_0_original_full_entry,full_entry_baseline,CASH,0.0,159915.SZ,1.0,,,0,159915.SZ,1.0,False,False,159915.SZ,4.303147297876994,,False,0.0,0.0,1.0,0.001,-0.0010000000000000009,1.0625402590741257,3,0,False,0,0,4.303147297876994,,,,,,0.8417770450298672,,,,,,0,-0.0010000000000000009,1.0625402590741257,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-01,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,3.384736401896233,3.384736401896233,False,0.008141112618724522,0.008141112618724522,0.0,0.0,0.008141112618724522,1.071190518985177,3,0,False,0,0,3.384736401896233,,,,,,0.7783700585944899,,,,,,0,0.008141112618724522,1.071190518985177,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-02,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.9916468225564197,2.9916468225564197,False,0.021534320323014722,0.021534320323014722,0.0,0.0,0.021534320323014722,1.0942578787479802,3,0,False,0,0,2.9916468225564197,,,,,,0.7654695608433644,,,,,,0,0.021534320323014722,1.0942578787479802,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-05,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.6338976553998266,2.6338976553998266,False,0.0026350461133068936,0.0026350461133068936,0.0,0.0,0.0026350461133068936,1.0971412987183304,3,0,False,0,0,2.6338976553998266,,,,,,0.7529728823018874,,,,,,0,0.0026350461133068936,1.0971412987183304,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-06,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,2.110184587326495,2.110184587326495,False,-0.01182654402102501,-0.01182654402102501,0.0,0.0,-0.01182654402102512,1.0841659088517535,3,0,False,0,0,2.110184587326495,,,,,,0.700407610188257,,,,,,0,-0.01182654402102512,1.0841659088517535,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-07,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.635292655615943,1.635292655615943,False,-0.003989361702127714,-0.003989361702127714,0.0,0.0,-0.003989361702127603,1.0798407788962279,3,0,False,0,0,1.635292655615943,,,,,,0.6252102955629871,,,,,,0,-0.003989361702127603,1.0798407788962279,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-08,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.4812477955309338,1.4812477955309338,False,0.021361815754339153,0.021361815754339153,0.0,0.0,0.021361815754339153,1.1029081386590311,3,0,False,0,0,1.4812477955309338,,,,,,0.6206574229146123,,,,,,0,0.021361815754339153,1.1029081386590311,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-09,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.5153963288314838,1.5153963288314838,False,0.018300653594771177,0.018300653594771177,0.0,0.0,0.018300653594771177,1.123092078451484,3,0,False,0,0,1.5153963288314838,,,,,,0.6427051957214627,,,,,,0,0.018300653594771177,1.123092078451484,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-12,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.6032106054334752,1.6032106054334752,False,0.00898587933247752,0.00898587933247752,0.0,0.0,0.00898587933247752,1.1331840483477105,3,0,False,0,0,1.6032106054334752,,,,,,0.6670606781045159,,,,,,0,0.00898587933247752,1.1331840483477105,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-13,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.7357534054733632,1.7357534054733632,False,0.008905852417302906,0.008905852417302906,0.0,0.0,0.008905852417302906,1.143276018243937,3,0,False,0,0,1.7357534054733632,,,,,,0.6912896276817622,,,,,,0,0.008905852417302906,1.143276018243937,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-14,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,1.3057649919913943,1.3057649919913943,False,-0.046658259773013966,-0.046658259773013966,0.0,0.0,-0.046658259773013855,1.0899327487924544,3,0,False,0,0,1.3057649919913943,,,,,,0.558472754246423,,,,,,0,-0.046658259773013855,1.0899327487924544,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-15,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.8701101580370068,0.8701101580370068,False,-0.011904761904761862,-0.011904761904761862,0.0,0.0,-0.011904761904761862,1.0769573589258776,3,0,False,0,0,0.8701101580370068,,,,,,0.35839846799284136,,,,,,0,-0.011904761904761862,1.0769573589258776,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-16,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.7377802422820936,0.7377802422820936,False,0.02677376171352086,0.02677376171352086,0.0,0.0,0.02677376171352086,1.1057915586293818,3,0,False,0,0,0.7377802422820936,,,,,,0.31854872782352683,,,,,,0,0.02677376171352086,1.1057915586293818,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-19,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.7477988299179972,0.7477988299179972,False,0.016949152542372836,0.016949152542372836,0.0,0.0,0.016949152542372836,1.1245337884366595,3,0,False,0,0,0.7477988299179972,,,,,,0.3382308354683481,,,,,,0,0.016949152542372836,1.1245337884366595,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-20,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,159915.SZ,1.0,,,0,,,False,False,159915.SZ,0.5207736716369149,0.5207736716369149,False,-0.03076923076923077,-0.03076923076923077,0.0,0.0,-0.03076923076923077,1.0899327487924546,3,0,False,0,0,0.5207736716369149,,,,,,0.21771009213725068,,,,,,0,-0.03076923076923077,1.0899327487924546,,1.0,1.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,1.0,,,,
2012-03-21,1.0,v1_0_original_full_entry,full_entry_baseline,159915.SZ,1.0,CASH,0.0,,,0,CASH,0.0,False,False,CASH,,,False,-0.007936507936507908,-0.007936507936507908,1.0,0.001,-0.008928571428571508,1.080201206392522,4,0,False,0,0,,,,,,,0.09329528183585634,,,,,,0,-0.008928571428571508,1.080201206392522,,1.0,0.0,0.25,80,1.5,,,1.0,1.0,False,False,False,0.0,0.0,,,,
